Age,Income,Purchases,Membership,Churn
51,420.59999999999997,25,Two year,No
62,1297.1999999999998,72,Two year,No
36,1008.5999999999999,2,Month-to-month,No
55,242.39999999999998,8,One year,No
33,607.2,5,Month-to-month,Yes
19,590.4000000000001,35,Month-to-month,No
57,295.20000000000005,24,One year,No
34,859.8000000000001,2,Month-to-month,No
51,1258.8000000000002,72,Two year,No
59,1278.0,41,Month-to-month,No
33,592.2,4,Month-to-month,Yes
55,906.0,26,One year,No
19,1131.0,7,Month-to-month,Yes
19,827.4000000000001,1,Month-to-month,Yes
43,702.0,4,Month-to-month,No
30,946.8000000000001,48,Two year,No
64,1126.1999999999998,2,Month-to-month,Yes
48,950.4000000000001,12,One year,No
51,1313.4,60,Month-to-month,No
56,710.4000000000001,55,Two year,No
20,349.79999999999995,1,Month-to-month,No
25,240.60000000000002,1,Month-to-month,No
40,912.5999999999999,4,Month-to-month,Yes
31,293.4,1,Month-to-month,Yes
44,798.0,42,Two year,No
46,594.5999999999999,1,Month-to-month,No
56,1072.1999999999998,7,Month-to-month,Yes
56,883.1999999999999,3,Month-to-month,No
18,991.8000000000001,72,Two year,No
34,588.0,15,Month-to-month,No
58,964.1999999999999,4,Month-to-month,Yes
47,302.4,11,One year,No
30,305.4,5,Month-to-month,No
38,669.5999999999999,1,Month-to-month,Yes
36,1330.8000000000002,72,Two year,No
36,933.0,55,Month-to-month,No
42,314.4,40,Month-to-month,No
39,238.79999999999998,57,Two year,No
48,948.5999999999999,1,Month-to-month,Yes
34,1140.0,1,Month-to-month,Yes
40,302.4,1,Month-to-month,Yes
49,970.1999999999999,52,One year,No
27,1180.8000000000002,41,Month-to-month,Yes
27,676.2,43,One year,No
53,231.60000000000002,47,Two year,No
25,604.8,3,Month-to-month,No
37,952.8000000000001,66,Two year,Yes
49,663.0,55,Two year,No
31,229.20000000000002,29,One year,No
45,1008.5999999999999,12,Month-to-month,No
63,1262.4,66,Month-to-month,No
41,1216.8000000000002,35,Month-to-month,Yes
32,1077.6,10,Month-to-month,Yes
39,909.0,27,Month-to-month,No
47,1143.6,58,Month-to-month,No
21,1317.0,54,Two year,Yes
30,238.20000000000002,9,Month-to-month,No
40,231.60000000000002,2,One year,Yes
25,829.1999999999999,6,Month-to-month,No
35,1095.0,26,Month-to-month,Yes
29,243.0,9,Month-to-month,No
48,657.0,8,Month-to-month,No
31,977.4000000000001,12,Month-to-month,No
51,589.2,15,Month-to-month,Yes
35,962.4000000000001,43,One year,No
51,1203.6,42,Month-to-month,No
28,783.0,31,Month-to-month,Yes
58,1091.4,66,Two year,No
29,1025.4,18,Month-to-month,Yes
32,240.0,1,Month-to-month,No
48,1129.1999999999998,61,Two year,Yes
46,958.1999999999999,10,Month-to-month,No
43,859.8000000000001,1,Month-to-month,Yes
35,882.5999999999999,18,Month-to-month,No
49,1255.8000000000002,24,Month-to-month,Yes
39,231.60000000000002,3,Month-to-month,No
55,241.79999999999998,50,One year,No
34,534.5999999999999,1,Month-to-month,No
40,653.4000000000001,2,Month-to-month,No
41,235.79999999999998,17,One year,No
25,1260.0,69,Two year,No
58,1064.4,72,Two year,No
23,891.0,3,Month-to-month,Yes
22,901.8000000000001,50,Two year,No
61,243.0,53,Two year,No
46,1309.1999999999998,58,Two year,No
45,369.0,46,One year,No
28,1354.8000000000002,72,Month-to-month,No
18,890.4000000000001,1,Month-to-month,Yes
60,1128.6,6,Month-to-month,No
36,946.1999999999999,72,Two year,No
26,663.5999999999999,4,Month-to-month,No
44,232.20000000000002,52,Two year,No
51,304.20000000000005,0,Two year,No
61,245.39999999999998,2,One year,No
21,232.20000000000002,65,Two year,No
53,1212.0,43,Month-to-month,Yes
35,1202.4,4,Month-to-month,Yes
32,1068.6,25,One year,Yes
30,943.8000000000001,51,One year,No
36,897.0,12,Month-to-month,No
23,841.1999999999999,57,One year,Yes
29,238.79999999999998,24,One year,No
54,700.2,64,One year,No
34,1267.8000000000002,4,One year,Yes
40,1206.0,26,Month-to-month,No
43,240.60000000000002,15,Month-to-month,No
46,307.79999999999995,64,Two year,No
50,1158.0,36,Month-to-month,Yes
44,1140.0,27,Month-to-month,No
42,850.1999999999999,1,Month-to-month,Yes
27,1031.4,35,One year,Yes
64,886.8000000000001,4,Month-to-month,Yes
40,545.4000000000001,8,Month-to-month,No
38,240.0,10,Month-to-month,No
38,590.4000000000001,2,Month-to-month,No
60,1313.4,58,Two year,Yes
30,999.0,51,Two year,No
54,231.0,46,Two year,No
50,235.79999999999998,1,Month-to-month,No
41,873.5999999999999,46,Month-to-month,No
61,1315.8000000000002,50,Month-to-month,No
28,780.0,53,Month-to-month,No
34,1369.1999999999998,61,Month-to-month,No
21,247.79999999999998,5,Month-to-month,No
64,1043.4,47,One year,No
42,1137.0,54,One year,No
47,304.20000000000005,19,Month-to-month,No
26,1265.4,26,Two year,No
38,304.79999999999995,70,Two year,No
37,1230.6,17,Month-to-month,No
36,1202.4,30,Month-to-month,Yes
36,288.0,1,Month-to-month,No
29,307.20000000000005,19,Two year,No
54,882.0,26,Two year,No
59,888.5999999999999,21,Month-to-month,Yes
34,1179.0,50,One year,No
54,652.8,68,One year,No
56,1218.6,3,Month-to-month,Yes
45,1237.1999999999998,9,Month-to-month,No
58,410.40000000000003,51,Two year,No
52,525.0,9,Month-to-month,No
64,1343.4,41,One year,Yes
35,1207.8000000000002,22,Month-to-month,No
31,671.4000000000001,21,One year,Yes
52,1392.6,71,Two year,No
61,549.0,1,Month-to-month,Yes
58,984.0,26,One year,No
24,781.8000000000001,71,Two year,No
58,537.5999999999999,4,Month-to-month,No
30,957.5999999999999,12,Month-to-month,No
35,1066.1999999999998,18,Month-to-month,No
54,899.4000000000001,3,Month-to-month,No
30,1282.1999999999998,72,One year,No
53,899.4000000000001,11,Month-to-month,Yes
48,961.8000000000001,1,Month-to-month,Yes
19,231.60000000000002,13,One year,No
33,1311.0,72,One year,Yes
26,673.2,42,One year,No
26,236.39999999999998,17,Month-to-month,No
55,615.5999999999999,7,Month-to-month,No
28,1423.1999999999998,68,Two year,No
39,289.79999999999995,56,Two year,No
50,243.60000000000002,38,One year,No
53,1386.0,72,Two year,No
62,300.6,48,One year,No
40,1309.1999999999998,52,Month-to-month,No
62,235.79999999999998,35,One year,No
62,1335.6,67,Two year,No
51,358.79999999999995,1,Month-to-month,No
26,967.1999999999999,53,Month-to-month,No
41,249.60000000000002,34,Month-to-month,No
25,422.40000000000003,3,Month-to-month,Yes
24,945.5999999999999,1,Month-to-month,Yes
53,1079.4,19,Month-to-month,No
35,1392.6,60,Two year,No
20,234.60000000000002,11,Two year,No
45,1276.8000000000002,47,Month-to-month,Yes
23,592.8,18,Month-to-month,Yes
61,1383.0,60,Two year,No
61,297.6,72,Two year,No
38,238.79999999999998,39,One year,No
45,975.0,59,One year,No
57,839.4000000000001,2,Month-to-month,No
18,829.1999999999999,1,Month-to-month,Yes
53,1082.4,20,Month-to-month,Yes
38,1122.6,6,Month-to-month,Yes
60,1036.8000000000002,71,Two year,No
52,795.5999999999999,24,Month-to-month,No
30,1135.8000000000002,67,Month-to-month,No
27,970.1999999999999,1,Month-to-month,Yes
61,984.5999999999999,48,One year,Yes
64,865.1999999999999,37,One year,No
27,416.40000000000003,11,Month-to-month,No
63,246.60000000000002,3,Month-to-month,Yes
30,1151.4,18,Month-to-month,No
54,537.5999999999999,50,One year,No
55,1312.8000000000002,67,One year,No
41,852.5999999999999,25,Month-to-month,No
19,942.5999999999999,2,Month-to-month,Yes
39,236.39999999999998,9,Month-to-month,No
34,483.0,10,One year,No
53,238.20000000000002,70,Two year,No
31,819.0,9,Month-to-month,No
27,241.79999999999998,4,Month-to-month,No
52,611.4000000000001,2,Month-to-month,No
42,943.8000000000001,1,Month-to-month,Yes
20,301.79999999999995,19,Month-to-month,No
64,243.0,7,Month-to-month,No
55,514.8,1,Month-to-month,Yes
34,528.0,1,Month-to-month,No
29,243.0,9,One year,No
41,411.0,3,Month-to-month,Yes
46,702.0,9,Month-to-month,Yes
60,669.5999999999999,5,Month-to-month,No
42,1066.8000000000002,56,One year,No
53,691.8,18,Month-to-month,No
43,1154.4,49,Month-to-month,Yes
55,949.8000000000001,70,Two year,No
18,1296.6,72,Two year,No
37,892.8000000000001,6,Month-to-month,Yes
45,1137.6,17,Month-to-month,No
33,550.8,29,Month-to-month,No
64,1263.6,6,Month-to-month,Yes
34,1231.1999999999998,63,Two year,No
57,886.1999999999999,16,Month-to-month,Yes
45,736.2,59,One year,No
29,690.5999999999999,3,Month-to-month,No
44,351.0,8,Month-to-month,No
59,1014.5999999999999,7,Month-to-month,Yes
64,235.20000000000002,68,Two year,No
47,1341.0,68,Two year,No
58,1278.0,52,One year,No
51,1292.4,72,Two year,No
54,231.60000000000002,32,One year,No
23,240.60000000000002,72,Two year,No
24,839.4000000000001,1,Month-to-month,No
49,764.4000000000001,42,One year,No
49,297.0,25,Two year,Yes
42,610.8,45,Month-to-month,No
50,724.8,43,One year,No
24,951.0,37,One year,No
29,1029.6,20,Month-to-month,Yes
33,293.4,4,Month-to-month,Yes
33,1321.1999999999998,63,Two year,No
60,1088.4,3,Month-to-month,No
53,303.6,66,Two year,No
30,1268.4,28,Month-to-month,Yes
24,1022.4000000000001,8,Month-to-month,No
53,292.20000000000005,71,Two year,No
64,291.0,1,Month-to-month,Yes
26,301.20000000000005,72,Two year,No
49,654.5999999999999,16,Month-to-month,No
28,1159.1999999999998,66,Two year,No
25,918.0,11,Month-to-month,Yes
50,973.8000000000001,51,One year,No
40,462.0,8,Month-to-month,No
42,1114.8000000000002,14,Month-to-month,No
25,1122.0,4,Month-to-month,Yes
62,1016.4000000000001,70,Two year,No
39,792.0,70,Two year,No
21,1218.0,54,One year,Yes
57,898.8000000000001,28,Month-to-month,Yes
20,249.0,24,Two year,No
46,737.4000000000001,69,Two year,No
58,654.0,42,Month-to-month,No
46,835.1999999999999,2,Month-to-month,Yes
51,1197.0,39,Month-to-month,No
51,1317.0,45,Two year,No
45,970.1999999999999,72,Two year,No
30,243.60000000000002,38,Two year,No
32,813.5999999999999,72,Two year,No
40,288.6,1,Month-to-month,Yes
61,237.60000000000002,72,Two year,No
43,308.4,55,Two year,No
21,673.8,51,One year,No
43,1040.4,63,Two year,No
57,244.79999999999998,1,Month-to-month,No
26,235.79999999999998,23,Two year,No
22,606.5999999999999,1,Month-to-month,Yes
49,652.2,2,Month-to-month,No
37,1297.1999999999998,52,Month-to-month,No
28,653.4000000000001,36,One year,No
32,544.2,1,Month-to-month,No
49,708.0,28,One year,No
45,833.4000000000001,7,One year,No
39,1206.6,14,Month-to-month,Yes
58,779.4000000000001,72,Two year,No
34,246.0,1,Month-to-month,Yes
43,226.20000000000002,10,Month-to-month,No
61,237.60000000000002,42,One year,No
24,300.6,7,Month-to-month,No
59,897.5999999999999,4,Month-to-month,Yes
43,1371.6,72,Two year,No
42,293.4,20,Month-to-month,Yes
27,1310.4,63,Two year,No
62,540.5999999999999,56,Two year,No
36,612.0,5,Month-to-month,No
28,1325.4,72,Two year,No
30,1015.8000000000001,68,Month-to-month,No
25,720.5999999999999,67,One year,No
57,535.8,8,Month-to-month,No
21,1119.0,52,Month-to-month,No
64,243.0,18,Month-to-month,No
48,305.4,59,Two year,No
45,247.20000000000002,60,Two year,No
28,1129.1999999999998,7,Month-to-month,No
60,417.59999999999997,59,One year,No
18,729.0,46,Two year,No
64,616.2,5,Month-to-month,No
55,768.5999999999999,59,Two year,No
41,1017.5999999999999,70,Two year,No
64,852.0,14,Month-to-month,Yes
48,601.8,44,Month-to-month,No
58,1135.1999999999998,64,Two year,No
63,717.0,58,Two year,No
43,1203.0,46,One year,No
22,1186.8000000000002,58,Month-to-month,No
37,1172.4,72,Two year,No
58,483.59999999999997,30,Month-to-month,Yes
28,723.0,11,Month-to-month,No
50,675.0,34,Month-to-month,No
55,554.4000000000001,54,Two year,No
44,607.2,3,Month-to-month,Yes
51,298.79999999999995,72,Two year,No
32,1018.1999999999999,40,Month-to-month,Yes
49,788.4000000000001,2,Month-to-month,Yes
38,760.2,54,Two year,No
63,601.2,14,Month-to-month,No
22,846.0,1,Month-to-month,Yes
23,1138.1999999999998,10,Month-to-month,Yes
55,601.8,1,Month-to-month,No
39,237.0,1,Month-to-month,Yes
35,775.8000000000001,56,One year,No
31,955.1999999999999,68,Two year,No
27,234.0,14,One year,No
63,1194.6,68,Two year,No
30,888.0,55,Month-to-month,No
48,466.79999999999995,16,Month-to-month,No
47,954.5999999999999,9,Month-to-month,No
20,785.4000000000001,14,Month-to-month,Yes
47,1184.4,58,Month-to-month,Yes
23,555.5999999999999,53,Month-to-month,No
46,1192.1999999999998,70,Two year,No
25,1149.6,14,Month-to-month,No
61,810.0,22,One year,Yes
62,937.8000000000001,10,Month-to-month,No
60,313.20000000000005,29,Two year,No
61,835.1999999999999,1,Month-to-month,Yes
50,1012.1999999999999,49,One year,Yes
34,1202.4,68,Month-to-month,Yes
28,936.5999999999999,1,Month-to-month,Yes
30,484.20000000000005,30,One year,No
28,950.4000000000001,72,Two year,No
48,250.79999999999998,10,Month-to-month,No
45,883.1999999999999,7,Month-to-month,Yes
61,897.0,9,Month-to-month,Yes
23,598.8,1,Month-to-month,No
58,826.8000000000001,20,Month-to-month,No
33,243.0,1,Month-to-month,No
21,912.0,29,Month-to-month,No
52,888.0,1,Month-to-month,No
43,987.5999999999999,3,Month-to-month,No
29,1072.8000000000002,20,Month-to-month,No
28,1189.8000000000002,64,Month-to-month,No
54,242.39999999999998,1,Month-to-month,Yes
42,353.4,6,Month-to-month,No
35,237.60000000000002,50,Two year,No
36,709.8,6,Month-to-month,No
40,537.0,7,Month-to-month,No
55,1089.6,72,Two year,No
35,594.5999999999999,8,Month-to-month,No
43,1280.4,67,Two year,No
23,1122.6,24,Month-to-month,Yes
21,1133.4,72,Two year,No
61,233.39999999999998,33,One year,No
46,300.6,2,Month-to-month,Yes
51,815.4000000000001,70,Two year,No
34,783.0,22,One year,No
60,1193.4,59,Month-to-month,No
60,244.20000000000002,36,One year,No
33,239.39999999999998,51,Two year,No
19,928.8000000000001,53,One year,No
51,236.39999999999998,20,One year,No
25,1196.4,63,Two year,No
30,897.5999999999999,40,Month-to-month,No
59,229.79999999999998,35,One year,No
25,947.4000000000001,26,One year,No
47,1146.6,27,Month-to-month,Yes
49,754.2,53,One year,No
53,858.5999999999999,34,Month-to-month,No
64,1139.4,19,Month-to-month,No
47,1033.1999999999998,43,Month-to-month,No
18,234.60000000000002,6,Month-to-month,No
60,297.6,56,Two year,No
56,471.59999999999997,57,Month-to-month,Yes
34,1008.5999999999999,34,Month-to-month,No
37,435.0,10,Month-to-month,No
41,243.0,1,Month-to-month,Yes
39,286.79999999999995,13,Month-to-month,Yes
46,1183.1999999999998,56,Month-to-month,No
39,1243.8000000000002,55,Month-to-month,No
61,1114.8000000000002,36,Two year,No
26,238.79999999999998,47,One year,No
54,241.20000000000002,12,Month-to-month,No
27,1025.4,1,Month-to-month,Yes
53,966.0,24,Month-to-month,No
54,1198.8000000000002,63,One year,Yes
45,478.20000000000005,35,Month-to-month,No
45,726.0,67,One year,No
59,1017.5999999999999,25,Month-to-month,Yes
60,1246.1999999999998,21,Month-to-month,No
38,813.5999999999999,13,Month-to-month,No
41,902.4000000000001,35,Month-to-month,Yes
59,298.20000000000005,71,Two year,No
57,232.20000000000002,29,Month-to-month,No
19,592.2,71,Two year,Yes
25,1068.0,7,Month-to-month,No
44,660.0,57,Month-to-month,No
39,913.8000000000001,65,Two year,No
54,243.60000000000002,27,One year,No
44,898.8000000000001,6,Month-to-month,Yes
46,1408.1999999999998,72,Two year,No
20,237.0,1,Month-to-month,No
61,542.4000000000001,11,Month-to-month,No
30,302.4,39,Two year,No
62,1077.0,59,Month-to-month,No
27,900.0,26,One year,No
53,599.4000000000001,2,Month-to-month,No
26,788.4000000000001,72,Two year,No
44,804.5999999999999,65,One year,No
51,1330.8000000000002,72,Two year,No
18,1055.4,6,Month-to-month,No
49,237.60000000000002,32,One year,No
42,908.4000000000001,50,One year,No
46,745.8,61,Two year,No
24,1215.0,15,Month-to-month,Yes
20,1381.8000000000002,72,Two year,No
37,227.39999999999998,9,Month-to-month,Yes
37,234.0,1,Month-to-month,No
47,1038.6,12,Month-to-month,No
52,343.20000000000005,37,Month-to-month,Yes
52,244.79999999999998,61,One year,No
56,237.60000000000002,18,One year,No
44,547.8,21,Month-to-month,No
43,676.8,68,Two year,No
31,879.5999999999999,12,Month-to-month,No
34,292.20000000000005,2,Month-to-month,Yes
35,1216.1999999999998,62,Month-to-month,No
62,1183.8000000000002,29,Month-to-month,Yes
46,403.20000000000005,1,Month-to-month,No
37,958.8000000000001,5,Month-to-month,Yes
44,248.39999999999998,1,Month-to-month,No
35,1248.6,62,Two year,No
21,243.0,36,Two year,No
18,1239.6,28,Month-to-month,Yes
18,884.4000000000001,69,One year,No
43,1154.4,11,Month-to-month,Yes
62,1305.0,63,Month-to-month,No
37,241.79999999999998,23,One year,No
40,237.0,10,Month-to-month,No
27,311.4,71,Two year,No
28,840.5999999999999,45,Month-to-month,No
58,288.6,70,Two year,No
58,1017.0,22,Month-to-month,No
22,276.6,52,Two year,No
18,1249.8000000000002,55,One year,Yes
34,719.4000000000001,65,Two year,No
39,234.60000000000002,72,Two year,No
51,235.20000000000002,10,One year,No
62,240.60000000000002,7,One year,No
58,1026.6,5,Month-to-month,No
46,943.1999999999999,24,Two year,No
21,1401.6,72,Two year,No
22,522.5999999999999,21,Month-to-month,No
28,729.5999999999999,69,One year,No
38,658.8,44,Month-to-month,No
52,782.4000000000001,61,One year,No
29,1235.4,24,Month-to-month,Yes
43,1087.1999999999998,1,Month-to-month,Yes
36,609.5999999999999,6,Month-to-month,Yes
62,1080.6,4,Month-to-month,Yes
24,1298.4,72,Two year,No
64,1104.0,72,Two year,No
24,901.1999999999999,14,Month-to-month,No
43,300.6,7,Month-to-month,No
57,901.8000000000001,48,One year,No
22,234.0,55,One year,No
38,231.60000000000002,1,Month-to-month,No
31,1346.4,45,One year,No
21,843.5999999999999,3,Month-to-month,No
40,235.20000000000002,71,Two year,No
59,243.0,8,Month-to-month,No
37,910.1999999999999,3,Month-to-month,Yes
32,967.8000000000001,69,Two year,No
62,822.0,1,Month-to-month,Yes
46,1389.0,72,Two year,No
25,882.0,11,Month-to-month,Yes
58,967.1999999999999,71,Two year,No
36,839.4000000000001,1,Month-to-month,Yes
56,714.5999999999999,33,Two year,No
63,228.60000000000002,16,One year,No
45,1147.8000000000002,56,One year,No
63,239.39999999999998,1,Month-to-month,No
44,840.5999999999999,5,Month-to-month,Yes
21,232.79999999999998,57,One year,No
32,433.20000000000005,56,One year,No
52,1128.0,8,Month-to-month,Yes
54,733.8,22,Month-to-month,Yes
18,237.0,1,Month-to-month,No
20,769.1999999999999,40,Month-to-month,No
64,237.0,46,Two year,No
41,236.39999999999998,63,Two year,No
44,1322.4,68,Two year,No
57,1276.1999999999998,69,Two year,No
53,1086.6,56,Month-to-month,No
51,790.8000000000001,10,One year,No
46,1254.0,63,One year,No
41,630.0,24,Two year,No
41,673.2,19,Month-to-month,No
59,1065.0,22,Month-to-month,No
21,1013.4000000000001,29,Month-to-month,Yes
20,903.5999999999999,13,One year,Yes
51,312.0,70,Two year,No
40,1192.8000000000002,49,Month-to-month,No
40,1314.6,43,One year,Yes
62,235.20000000000002,3,Month-to-month,Yes
22,877.8000000000001,42,One year,No
48,655.8,57,One year,No
58,796.8000000000001,2,Month-to-month,Yes
23,1386.6,72,Two year,No
54,1253.4,46,Month-to-month,No
27,1200.6,66,Month-to-month,Yes
57,1224.0,62,One year,Yes
24,1093.8000000000002,72,Two year,No
56,1076.4,35,One year,No
55,1082.4,17,Month-to-month,Yes
38,1108.8000000000002,72,Two year,No
37,238.79999999999998,28,One year,No
20,301.79999999999995,56,Two year,Yes
39,958.1999999999999,31,Month-to-month,Yes
64,226.20000000000002,45,One year,No
21,309.0,1,Month-to-month,No
45,595.2,2,Month-to-month,Yes
29,251.39999999999998,6,Month-to-month,No
55,1164.6,48,One year,No
53,304.79999999999995,25,Month-to-month,No
64,236.39999999999998,64,Two year,No
58,420.0,50,Month-to-month,No
22,1215.0,52,One year,No
30,842.4000000000001,4,Month-to-month,No
40,1091.4,32,Month-to-month,No
47,886.1999999999999,45,Two year,No
54,1056.6,9,Month-to-month,No
42,1271.4,66,One year,Yes
44,1102.1999999999998,3,Month-to-month,Yes
31,241.20000000000002,54,Two year,No
64,481.20000000000005,1,Month-to-month,Yes
53,1323.6,64,Two year,No
56,886.8000000000001,31,Month-to-month,Yes
33,1077.6,14,Month-to-month,Yes
39,1021.8000000000001,12,One year,No
38,731.4000000000001,67,One year,No
38,867.0,35,Month-to-month,Yes
25,882.5999999999999,45,Two year,No
33,552.0,10,Month-to-month,No
48,702.5999999999999,29,Month-to-month,No
59,295.20000000000005,24,One year,No
27,237.0,66,Two year,No
49,1036.1999999999998,51,One year,No
51,306.0,45,Two year,No
26,228.0,49,One year,No
34,234.60000000000002,29,Two year,No
28,1321.1999999999998,40,Month-to-month,No
49,1158.6,37,Month-to-month,Yes
27,837.0,25,Month-to-month,No
39,607.2,22,Month-to-month,No
34,787.1999999999999,72,Two year,No
21,481.20000000000005,7,Month-to-month,Yes
64,985.1999999999999,33,Two year,No
42,949.1999999999999,23,Month-to-month,No
38,1215.0,24,Month-to-month,Yes
54,954.5999999999999,1,Month-to-month,Yes
55,1087.8000000000002,69,Two year,No
18,246.60000000000002,3,One year,No
42,909.0,56,One year,No
53,1320.0,65,One year,No
34,250.20000000000002,71,One year,No
58,964.1999999999999,14,Month-to-month,No
41,841.8000000000001,2,Month-to-month,No
19,1008.5999999999999,32,One year,Yes
57,809.4000000000001,40,Month-to-month,No
32,249.0,1,Month-to-month,No
49,1069.1999999999998,1,Month-to-month,Yes
56,838.8000000000001,7,Month-to-month,No
23,613.2,15,Month-to-month,No
18,1132.8000000000002,17,Month-to-month,Yes
64,939.0,19,Month-to-month,Yes
40,306.6,71,Two year,No
56,720.0,54,Two year,No
34,1086.6,31,Month-to-month,No
51,916.8000000000001,11,Month-to-month,No
58,1019.4000000000001,18,Month-to-month,No
46,1321.1999999999998,72,Two year,No
26,1195.8000000000002,71,Month-to-month,No
30,544.8,5,Month-to-month,No
23,828.0,38,One year,No
23,583.8,5,Month-to-month,No
37,529.8,2,Month-to-month,Yes
20,718.2,52,Two year,No
34,909.0,8,Month-to-month,Yes
29,967.8000000000001,68,Two year,No
64,246.60000000000002,69,One year,No
62,796.8000000000001,42,Month-to-month,No
18,1202.4,50,Two year,No
34,229.20000000000002,1,Month-to-month,Yes
20,963.5999999999999,1,Month-to-month,Yes
43,534.5999999999999,33,Month-to-month,No
32,244.20000000000002,7,Month-to-month,No
53,1101.6,64,Month-to-month,No
49,898.8000000000001,1,Month-to-month,Yes
49,242.39999999999998,59,Two year,No
21,604.2,6,Month-to-month,No
35,225.60000000000002,3,Month-to-month,No
36,245.39999999999998,15,Month-to-month,No
60,777.0,13,One year,No
52,1184.4,23,Month-to-month,No
57,1073.4,31,Month-to-month,No
31,705.0,29,One year,No
50,248.39999999999998,49,One year,No
31,1027.1999999999998,56,Month-to-month,No
51,963.5999999999999,63,Two year,No
21,957.5999999999999,63,Two year,No
41,958.1999999999999,24,Month-to-month,No
46,649.2,36,One year,No
36,970.1999999999999,9,Month-to-month,Yes
23,297.0,3,Month-to-month,Yes
50,970.8000000000001,21,One year,No
57,294.0,13,One year,No
36,241.79999999999998,1,Month-to-month,No
18,240.60000000000002,25,One year,No
22,235.20000000000002,71,Two year,No
44,1371.6,66,One year,No
33,1203.6,45,One year,No
23,960.0,22,Month-to-month,No
57,250.20000000000002,67,One year,No
30,1079.4,68,Two year,No
52,240.0,0,Two year,No
36,1090.1999999999998,49,Month-to-month,Yes
29,585.0,4,Month-to-month,No
33,960.0,63,One year,No
60,956.4000000000001,2,Month-to-month,Yes
27,244.20000000000002,21,One year,No
42,690.5999999999999,55,Two year,Yes
37,243.0,1,Month-to-month,No
48,232.79999999999998,17,Two year,No
21,1204.8000000000002,30,Month-to-month,No
61,695.4000000000001,22,Month-to-month,No
40,714.0,9,Month-to-month,No
19,230.39999999999998,1,Month-to-month,No
39,1038.0,21,Month-to-month,Yes
54,714.5999999999999,19,Month-to-month,No
25,1247.4,69,Month-to-month,Yes
24,301.20000000000005,1,Month-to-month,Yes
31,1247.4,72,Two year,No
20,827.4000000000001,70,Two year,No
33,1237.1999999999998,66,Month-to-month,No
36,296.4,7,Month-to-month,No
35,1322.4,46,Month-to-month,No
33,587.4000000000001,39,Month-to-month,Yes
25,749.4000000000001,32,Month-to-month,No
50,1074.6,24,Month-to-month,No
29,1002.5999999999999,6,Month-to-month,Yes
28,946.8000000000001,37,Month-to-month,No
22,244.20000000000002,8,Month-to-month,No
44,857.4000000000001,72,Two year,No
29,556.2,71,Two year,No
34,1135.8000000000002,16,Month-to-month,No
23,598.8,57,Month-to-month,No
50,305.4,66,One year,No
22,1069.8000000000002,17,Month-to-month,Yes
45,249.0,21,Month-to-month,No
31,793.1999999999999,66,Two year,No
22,904.8000000000001,17,Month-to-month,No
50,845.4000000000001,1,Month-to-month,Yes
58,723.5999999999999,58,One year,Yes
36,252.60000000000002,8,Month-to-month,No
39,832.1999999999999,27,One year,No
22,1066.1999999999998,34,Month-to-month,No
19,1164.0,30,One year,No
47,796.8000000000001,33,Month-to-month,No
64,297.0,1,Month-to-month,Yes
56,830.4000000000001,14,Month-to-month,No
21,954.0,16,One year,No
50,1207.8000000000002,49,Two year,No
30,1239.6,19,Month-to-month,Yes
37,956.4000000000001,70,Two year,No
24,736.8,32,Month-to-month,No
32,837.5999999999999,18,Month-to-month,No
40,486.59999999999997,37,Two year,No
31,907.8000000000001,4,Month-to-month,No
40,1088.4,16,Month-to-month,No
36,966.0,17,Month-to-month,No
46,727.2,19,Month-to-month,No
37,1213.8000000000002,60,Two year,No
46,299.4,51,Two year,No
41,243.60000000000002,28,Two year,No
35,720.0,43,Two year,No
27,243.0,42,Two year,No
58,942.0,3,Month-to-month,Yes
25,537.0,1,Month-to-month,No
43,238.20000000000002,3,Month-to-month,Yes
46,1176.0,63,Two year,No
27,958.8000000000001,3,Month-to-month,Yes
34,1292.4,68,Month-to-month,No
19,1196.4,30,Month-to-month,Yes
23,1256.4,60,Two year,No
22,703.2,15,Month-to-month,Yes
45,1126.8000000000002,45,Month-to-month,No
58,1037.4,70,Two year,No
22,1182.0,10,Month-to-month,Yes
35,232.79999999999998,4,Month-to-month,No
43,605.4000000000001,1,Month-to-month,Yes
37,299.4,68,Two year,No
58,900.0,22,Month-to-month,No
44,1135.8000000000002,38,Month-to-month,Yes
29,1203.0,1,Month-to-month,Yes
24,938.4000000000001,18,Month-to-month,No
20,1130.4,29,Month-to-month,No
27,1061.4,16,Month-to-month,Yes
51,838.1999999999999,1,Month-to-month,Yes
42,980.4000000000001,12,Month-to-month,Yes
52,600.5999999999999,31,One year,No
33,958.8000000000001,4,Month-to-month,Yes
19,834.5999999999999,48,One year,No
41,304.79999999999995,15,Month-to-month,Yes
27,1081.1999999999998,50,One year,No
55,535.8,7,Month-to-month,No
39,1005.0,41,Month-to-month,Yes
43,964.1999999999999,68,Two year,No
60,1177.1999999999998,26,Month-to-month,No
56,640.2,57,Two year,No
44,234.60000000000002,3,Month-to-month,No
46,250.79999999999998,1,Month-to-month,Yes
64,587.4000000000001,19,One year,No
55,650.4000000000001,3,Month-to-month,No
37,293.4,59,Two year,No
44,832.8000000000001,1,Month-to-month,Yes
58,481.79999999999995,42,Month-to-month,No
37,898.8000000000001,7,Month-to-month,Yes
61,307.20000000000005,67,Two year,No
36,844.1999999999999,1,Month-to-month,No
37,1100.4,66,Two year,No
